Tweets,DateTime,sentiment,country
 I was glad to have long covid and not be able to smell underneath the manhole covers,2022-02-18 14:39:00+00:00,positive,
" But it is really isnt it youre just making shit up because you need to hold on to your benefits
And if youre called out on long covid you wont get your benefits anymore so youll spend less time wanking over the vaccine",2022-02-18 14:41:46+00:00,negative,
"  Dieses Long Covid

",2022-02-18 14:45:02+00:00,neutral,
"Fresh News 

Long COVID a global issue for patients and healthcare systems UK review finds ",2022-02-18 15:24:37+00:00,neutral,
 Also something that isnt mentioned and very important is long covid For those people who got covid there is a chancesome studies show 60 of getting long covid Research shows that Long Covid can cause brain damage and heart damage strokes neurological damage amp CFS,2022-02-18 15:55:48+00:00,negative,
THIS GASLIGHTING is absolutely disgusting  This will overflow hospitals Hurt businesses and get people killed or with long Covid Gutless and utterly irresponsible ,2022-02-18 18:14:09+00:00,negative,
   But thats literally what a diagnosis by exception is From my own experience I was 7 months in before Long Covid was my diagnosis We ruled out a lot of other things in that time,2022-02-18 19:32:07+00:00,neutral,
"    Those times are based on mechanistic studies which we already know are not likely to correlate with real world effect 

Low confidence science doesnt overrule high confidence result",2022-02-18 20:07:26+00:00,negative,
     Good luck with that long covid and the ED buddy ,2022-02-18 20:58:39+00:00,negative,
" How about sending a memo to Omicron 
Dear Omicron Were all a bit bored with masks How about you take a holiday so children can have a rest from masks in schools While youre at it could you stop causing long COVID Thats boring too
That should work",2022-02-18 21:54:14+00:00,negative,
"Is it possible to suffer long COVID19 after contracting omicron
",2022-02-18 22:30:07+00:00,neutral,
 Hey Nicole  saw some of your old posts of long covid you faced Can you please share if you had beaten it yet Im month 6 long covid and its scary ,2022-02-18 22:42:18+00:00,negative,
"How dare this administration subject this nations people to the possibility of getting long covid even after a no symptoms covid case just to protect Wall Street This is a premeditated assault on our health 
",2022-02-18 23:49:24+00:00,negative,
     Maybe she doesnt want to get Long COVID my guy And dont tell me you can stay in your basement then The more it spreads the more likely a new variant emerges and shuts everything down again anyways,2022-02-19 00:06:20+00:00,negative,
"   6 months or less long COVID is not worth school closures

Also the vaguer and less severe the symptoms the greater likelihood long COVID is something either psychbased or change in envirobehavior",2022-02-19 00:55:19+00:00,negative,
  You have well over a 40 chance of getting it but thats in large part bc everything postacute phase is long Covid and thats how most of the studies define it,2022-02-19 01:30:52+00:00,neutral,
" Clearly a passerby caught Covid passed it onto the unsuspecting tree and its death is 100 due to Long Covid

NoorDing school of logic",2022-02-19 02:15:41+00:00,negative,
   Plus the high with Long Covid issues weeks after mild Covid19 infections,2022-02-19 02:33:32+00:00,negative,
"     Its part of a coordinated push for a vaxonly approach to throw the vulnerable out to dry eliminate any political responsibility for mass death and disability every man for himself eliminate public health measures

Best way to prevent long covid not get infected",2022-02-19 03:25:36+00:00,negative,
Long COVID a global issue for patients and healthcare systems UK review finds  Reuters ,2022-02-19 04:34:59+00:00,neutral,
"   Keep in mind that the risk to an individual kid from direct Covid infection is very low This is leaving out the possibility of long Covid

It is when you infect hundreds of thousands or millions that the collective risk adds up

Most likely not my child but someones child",2022-02-19 05:59:43+00:00,neutral,
    This says nothing about getting long covid after being triple vaxxed and with omicron,2022-02-19 06:00:05+00:00,negative,
What the scientists need to be figuring out is how to treat long Covid in real time ,2022-02-19 06:20:45+00:00,neutral,
    Tell this to the nearly 800 dead kids families and then to the kid survivors who have an increased risk of long covid issues affecting them for possibly their lifetime,2022-02-19 06:36:48+00:00,negative,
"   My autoimmune symptoms went away for a few weeks after the original Covid vaccination
Like you when the early reports began surfacing I immediately recognized the similarities between longCovid amp autoimmune issues",2022-02-19 08:02:47+00:00,neutral,
"  Pre pandemic we were already having over 50k students lost from registers

Add in longcovid grief from thousands who lost a primary carer and CEV households and youll see majority isnt due to lockdowns
",2022-02-19 08:10:02+00:00,negative,
 Emm was there such a thing as long covid in 2020 Wasnt that the start of the pandemic,2022-02-19 08:35:17+00:00,neutral,
 Still over 1000 deaths a week  all those that will go on to suffer long Covid,2022-02-19 08:47:28+00:00,negative,
Since my family was going on about Omicron being mild I Googled longterm effects of asymptomatic covid It seems California records show about a third of people with long covid were initially asymptomatic Sigh ,2022-02-19 09:53:29+00:00,neutral,
 Can people who have MECFS but not long covid fill it in and get benefit from it,2022-02-19 09:59:59+00:00,neutral,
"    I had a mild case a year ago  no coughing mostly nausea and fatigue and aches I now have Long COVID

It isnt a binary you have it mild and you liveyou have it serious and may die",2022-02-19 10:28:29+00:00,negative,
"So much THIS
Patients prespecifying the primary outcomes that matter most to them and the minimally important differences that apply to themselves How about testing this out with LongCovid        ",2022-02-19 11:33:40+00:00,neutral,
Long covid symptoms may include IBS Acyclovir may alleviate symptomsreduce infection What do you know     ,2022-02-19 12:23:56+00:00,neutral,
        Exactly and not one person pushing the vaccines on children using Long Covid as a reason has ever been able to answer this question,2022-02-19 12:39:06+00:00,negative,
"   Over 9 in 10 of bad symptoms w omicron are unvaxxed

Imagine how many more omicron deathsserious illnesslong covid if no one had been vaxxed 

Yes natural imm has helped

Wed be in a very different world right now Clearly more sad than what weve experienced so far",2022-02-19 13:56:07+00:00,negative,
  Please refrain from using the word long  Its a trigger for everyone who has long COVID  Its also racist and climate denial,2022-02-19 14:11:07+00:00,negative,
Long Covid outcomes may be guided by MECFS outcomes Sure some may get better after months but many get progressively worse instead The wrong medical interventions can be horrifying ,2022-02-19 16:02:36+00:00,negative,
 I read through responses until I couldnt take it any longer Mass formation psychosis is real and longlasting Thats the real long covid,2022-02-19 16:11:22+00:00,negative,
Politicians worldwide have declared the pandemic over given up on mitigation amp decided that the lives of seniors people wdisabilities amp poor people of color dont matter And everyone else can take their chances wincr risk of LongCovid heart attacks stroke amp diabetes ,2022-02-19 16:30:00+00:00,negative,
Read this preprint on  Targeting the MonocyticEndothelialPlatelet Axis with Maraviroc and Pravastatin as a Therapeutic Option to Treat Long COVID PostAcute Sequelae of COVID PASC ,2022-02-19 17:05:08+00:00,neutral,
"If Omicron is mild why get vaccinated In addition to preventing hospitalization and death consider the benefit in preventing long covid  

GetVaccinatedAndBoosted  CovidIsNotOver LongCovid scicomm ",2022-02-19 17:23:03+00:00,neutral,
  I manage an under 12football team and at least 5 of them still havent fully recovered from covid Long covid is much more prevalent in children than people think,2022-02-19 18:14:05+00:00,negative,
 Thank you SO much for this piece Such a relief to see coverage that centers real research rather than psychosomatic peddlers who dont even study Long Covid FYI the MECFS community amp CDC generally use MECFS Myalgic EncephalomyelitisChronic Fatigue Syndrome rather than CFS,2022-02-19 20:35:01+00:00,positive,
"
But its mildshell be right people 
f right off Please  and thank you 

Just because symptoms LongCovid dont show up straightaway doesnt mean youre out of the woods That seems to be the big takeaway especially on the BA2variant 

OmicronIsNotMild ",2022-02-19 21:52:53+00:00,negative,
 You have hit the nail on the head LongCovid patients often have brain injuries that have been compared to TBI and chemo brain Often depression  and anxiety symptoms are a direct result of the viruss assault on the nervous system That is what makes this so bizarre,2022-02-19 22:08:45+00:00,negative,
Preventing LongCovid is another important reason to get vaccinated AND keep wearing a mask WearaMask ,2022-02-19 23:05:39+00:00,positive,
   At what point does it stop becoming long COVID and it starts becoming lost generation,2022-02-19 23:06:51+00:00,negative,
    Seizures are happening in longcovid and seem to be connected to POTS symptoms but Im having a lot of cognitive issues lately so may be confusing things The MECFS community as well as LongCovid NEISVoid are good trends to follow as well as POTS Dysautonomia MCAS EDS,2022-02-20 00:26:28+00:00,neutral,
"overate but not a binge feels like semirecovery tbh but not mentally i need to eat normalhigh res before restricting god

im also thinking i have long covidi have a cough even tho its been 3 months since i caught covid and maybe thats why im so tired",2022-02-20 01:09:37+00:00,negative,
  Literally millions Long covid is going to be an unprecedented public health crisis,2022-02-20 01:16:36+00:00,negative,
   Obviously hasnt read about children and LongCovid has he,2022-02-20 02:06:30+00:00,negative,
 I am high risk amp have long covid amp they dont know what happens if you get an infection even though Im boosted pop with long covid I still wear a mask wherever I go because our rates are not down low enough for it not to matter Why youre angry at people for wearing masks,2022-02-20 02:19:13+00:00,negative,
  Thank you I was already over hearing but its mild most people live Well what about quality of life after LongCovid Etc And for those with amp wo preexisting conditions If I had the energy Id be throwing things when I hear those things now,2022-02-20 02:26:33+00:00,neutral,
"is your exhaustion from burnout from living on pbjs and ramen constant stress from the simultaneous collapse of society and the biosphere is it long covid who knows you cant see a doctor

get back to work serf",2022-02-20 03:20:17+00:00,negative,
"We need to slow the spread   
LetItRIP is not the way to go about this We can slow transmission with airborne precautions eg N95sForAll Ventilation filtration 
CovidIsAirborne LongCovid LongCovidKids SlowTheSpread CleanTheAir ",2022-02-20 03:46:58+00:00,negative,
" Least impactful

Beside deaths  which are likely severely undercounted in the Omicron wave due to lack of testing  theres also Long Covid lost productivity and a whole bunch of other factors youre just completely glossing over with that blasé and false statement ",2022-02-20 04:39:05+00:00,negative,
If anyones aware of projects along these lines that are already under way Id love to hear about them amp collaborate if helpful I did a quick lit review nowcast  Long COVID amp didnt see much pop up but its very possible that my search was too narrow Let me know,2022-02-20 05:13:15+00:00,neutral,
" significantly more infection among the vaxed with associated massively lower hospitalisation long covid and death
I am not saying this was planned but as it is functioning right now I am expecting us to pass the Omicron peak with less overloading of the health system",2022-02-20 05:25:18+00:00,neutral,
i dunno likeeach time before i even considering going out im likewhat if i get long covid what about my friends who are nurses or librarians or service workers or people who could work from home but have shit bosses what about my disabled or chronically ill friends,2022-02-20 05:49:49+00:00,negative,
This is a new virus It is a nasty virus We dont know its longterm effects Eg Neonates cant report a headache toddlers wont understand a brain fade We dont know We do know the nasty comorbidities of Long Covid We should not be glib Johnson is despicable ,2022-02-20 06:14:59+00:00,negative,
  I was also denied a test March 2020 Still struggling with long Covid,2022-02-20 09:47:04+00:00,negative,
  I work in hospital I had Covid 2 times at workGovernment dont care about people who have the covid because economy1020 will have long covidI have intestinal problem from my 1rst covid in Nov 2020I make fun things againthe only place when I dont feel in securitys at work,2022-02-20 10:26:13+00:00,negative,
"The exact causes of the illness known as long Covid are not known But new research offers clues describing the toll the illness takes on the body and why it can be so debilitating
       ",2022-02-20 10:40:08+00:00,neutral,
"     People who are young fit and healthy are getting long covid
Absolutely more research is needed hence we need to apply precautionary principle
We all do what we can to reduce transmission of something we dont yet know the medium to long term impacts of until we know more",2022-02-20 10:46:44+00:00,neutral,
"
Dealing with the effects of long COVID will dwarf the money saved by living with the virus

Surely a huge folly
JohnsonOut27

",2022-02-20 11:42:13+00:00,negative,
"    Read about feline infectious peritonitis It is caused by a coronavirus that affects cats It is long Covid in cats It is fatal and terrifying It is what we should expect as Covid becomes normal in our population

",2022-02-20 12:21:16+00:00,negative,
"Millions of people continue to suffer from exhaustion cognitive problems amp other longlasting symptoms after coronavirus infection The exact causes of  longCovid is not known New research offers clues describing the toll the illness takes on the body
",2022-02-20 12:36:42+00:00,negative,
 if you get flu you would stay homeso I dont see why not the same with covidUnless they are now saying its no more than a cold  Tell that to the 1m long covid sufferers,2022-02-20 12:43:01+00:00,negative,
Reduce transmission to reduce variants long Covid and other issues I am no advocating lockdowns but we need everyone to act responsibly and avoid risky behaviors when infections are peaking ,2022-02-20 13:31:30+00:00,neutral,
 Moreover many of the Long Covid biomedical studies that have been undertaken showing things like immune dysfunction brain hypometabolism and microclotting have had controls This idea that that its all uncontrolled is nonsense,2022-02-20 13:59:36+00:00,neutral,
These images show how long covid affects the immune system the circulatory system the lungs and the brain ,2022-02-20 14:01:04+00:00,neutral,
" Bencic is suffering from long covid

She revealed a few weeks ago there was fluid on her lungs",2022-02-20 14:49:03+00:00,negative,
 Didnt you get the memo its now a form of longcovid thats unrelated to the shots  Yeah I actually saw that floating around yesterday,2022-02-20 15:42:34+00:00,negative,
        Its happening all over the world going by the V injured support groups,2022-02-20 15:43:40+00:00,neutral,
   Ive never had long flu so why would I think I would have long COVID on a future infection,2022-02-20 16:17:01+00:00,neutral,
   For example I had to wait 6 months to get my first steroid inhaler whereas people now can get it right away which means their SOB will be less severe so their long covid will be less severe,2022-02-20 16:32:04+00:00,neutral,
    Death is obviously the most serious side effect of Covid As it attacks multiple systems its not the only one Long Covid,2022-02-20 18:10:37+00:00,negative,
With concerns being raised about the Omicron variant creating a spike in long COVID cases health experts say Quebec does not have the resources to help those who have survived the disease but remain seriously ill Quebec covid ,2022-02-20 19:18:27+00:00,negative,
Meanwhile new studies into longcovid could shine a light into blood clotting myalgic encephalomyelitischronic fatigue syndrome MECFS and other conditions associated with the stubborn virus,2022-02-20 19:25:25+00:00,neutral,
   Long Covid is a collection of postviral syndromes So far research has found that those with postcovid respiratory problems arent transferring oxygen from their lungs properly to the rest of their bodies Those with postcovid cardiac issues suffer from vascular damage 1,2022-02-20 19:37:45+00:00,negative,
  Yeah it is Like two of my chronic illnesses I got simply by being born another I got because I went to work and got a cold from a coworker 7 years ago There are a lot of postviral chronic illnesses you get from catching viruses like Long Covid,2022-02-20 19:47:35+00:00,negative,
 It took me a long time to ask for assistive devices and a parking placard Before long covid I didnt need it every day but I was so glad to have both a cane and a placard when I did need it,2022-02-20 19:49:26+00:00,neutral,
plantbased long covid,2022-02-20 20:05:43+00:00,negative,
This is one of the terrifying factors of Long Covid that people refuse to acknowledgeits not a sickness you can white knuckle your way through to improvement It is a longterm possibly permanent reduction in your bodys energy capacity that no amount of grit will overcome,2022-02-20 20:25:20+00:00,negative,
"    How many people do you know who tested positive Did any of them die or get long Covid symptoms 

Here is one study that shows that the risk of death or infection was mitigated by getting vaccinated ",2022-02-20 20:34:00+00:00,neutral,
" Only minor side effects   that would be only 200 UK deathsday Very minor

Oh and hospitalisations long Covid poor immunity to other strains etc

Stick to ear wax removal",2022-02-20 21:09:58+00:00,negative,
"NOTE Small business ownerstartup founder or any manager
This is something to keep in mind not just with Long Covid but with anyall invisible disabilities
You have no idea how your team might be struggling and what they might be doing to keep their paychecks ",2022-02-20 21:19:22+00:00,negative,
 If its for that bullshit in Ukraine I have long COVID sorry,2022-02-20 22:24:47+00:00,negative,Ukraine
"Anyone else got Long Covid Syndrome LCS round here
Theres a drug BC007 that can POTENTIALLY trigger a swift full recovery in a majority or all patients Clinical II trials set for 2223 Hope


LongCovid bc007 COVID19 Cure hope",2022-02-21 00:25:39+00:00,neutral,
   Again we will let the children with long covid and organ damage know that you dont give a rats ass about them because they dont fit into your political agenda,2022-02-21 01:02:12+00:00,negative,
 Hang in Youre doing the safeguarding the children from long Covid or any Covid thing Maybe your family are overflowing with alternative facts  Youre being a good parent,2022-02-21 01:21:51+00:00,positive,
How Long Covid Exhausts the Body ,2022-02-21 01:45:46+00:00,neutral,
"By the way if you continue claiming that the T cell aging does not exist you will become a Long Covid denier

That is literally the mechanism of depletion The reduction of naive t cells from infection

",2022-02-21 02:52:20+00:00,negative,
If by long Covid u mean I had Covid amp have a long dck then yes I suffer from very long Covid,2022-02-21 02:57:11+00:00,negative,
 Long Covid is too much of a risk I live with the immune system disorder it closely emulates You dont want this you wont have anything like the life you desire or deserve I have been completely disabled since I was 39 I  live in near isolation from chemical sensitivity Etc,2022-02-21 03:15:51+00:00,negative,
 Yes its called BA2 ripping up Denmark 6 weeks will tell Hope enough of us got it last two months to protect from this Time will tell Hope to F Im wrong Vx3 4 me Had it twice March 2020 December 2021 Long covid It blows,2022-02-21 03:18:46+00:00,negative,Denmark
Some of the symptoms of Havana Syndrome are similar to long COVID,2022-02-21 03:50:41+00:00,neutral,
  Its mild for most people whether theyre vaxed or not with comorbidities or not Many were immune from beginning Others will suffer badly regardless of what they do Long Covid is random like any other virus,2022-02-21 05:24:20+00:00,negative,
Its about 1 year since I contracted covid and I am suffering with long covid as they say,2022-02-21 06:22:22+00:00,negative,
"   Children hardly ever develop long COVID so its not them we need to worry about Its the older people
",2022-02-21 07:27:51+00:00,negative,
 Reported for misinformation about long covid Spread fake info to scare people is bad,2022-02-21 07:44:05+00:00,negative,
i know im doing what i should im keeping my family and myself safe especially my unvaccinated sister and theres still risk of long covid and etc but despite knowing that its just feeling like ill never be out of this specific situation and im suffocating,2022-02-21 08:18:22+00:00,negative,
  It would be crucial to read and cite the patient led research and work that identified and defined LongCovid before making sweeping assumptions about it,2022-02-21 08:30:10+00:00,neutral,
 Its the usual suspects in work who all have long Covid ,2022-02-21 09:06:30+00:00,neutral,
  link me scientific papers about long covid,2022-02-21 09:32:45+00:00,neutral,
"First LongCovid legal cases involve healthcare staff 

If I was in Irish Govt I would be very worried about this Especially as they are now removing masks from society amp schools and will not be informing most people who will be close contacts ",2022-02-21 10:10:46+00:00,negative,
    Natalie you are wrong  It has killed millions of people globally and nearly 1m Americans I assume you are    Children can die can have Long COVID and can carry the disease and infect others   It is not a cold,2022-02-21 10:15:10+00:00,negative,
 More than long covid wrong with her,2022-02-21 10:17:47+00:00,negative,
"   Is obese Covid 

Now back to Covid The data shows that it can kill through airborne Most are elderly vulnerable with the minority being under 40 that are high to survive Some left with long Covid I could not forgive myself knowing that I could kill by being selfish",2022-02-21 11:34:56+00:00,negative,
"  Long covid is the result of the destruction of T Cells Its hard to comprehend when you dont understand Immunology 
Not everyone gets long covid 
But many people do
including 5 colleagues at my Hospital who are permanantly incapacitated Its a very serious disease",2022-02-21 11:41:44+00:00,negative,
 COVID orphans given the child unwelfare systems that seem to exist in most states What really are we going to do for long COVID sufferers who will need new and different accommodations And its not like were fulfilling standard accommodations now like wheelchair and ,2022-02-21 12:07:19+00:00,negative,
    Therell be no moving on for a long long time Long covid post covid pneumonia diabetes cardiovascular disease and Im pretty certain well see a huge uptick in cancer and dementia in the coming years Nevermind that c19 is no where near finished with us yet,2022-02-21 12:19:38+00:00,negative,
 You wouldnt be saying this if you had long covid or your grandmother dropped dead from a nursing home outbreak 23 months of not having tens of thousands of people dying from a pandemic ScoMo did a good job of zero covid until Dec 21 then caved to the love with covid,2022-02-21 12:26:44+00:00,negative,
 I am a Hastings Direct customer insured with you After waiting in the queue for an hour my call dropped  How do I register to claim online as I dont have a Hastings account your site doesnt recognise mine Am struggling with long covid and cannot another hour,2022-02-21 12:27:36+00:00,negative,
 Living in dystopian Britain I always wear my mask when I leave the house most of my life is home and work And to that antivaxer troll account yes I am living in fear I live in fear of bringing Covid back to my sister who has been crippled for two years with LongCovid,2022-02-21 12:43:31+00:00,negative,
"Millions in this country are so blinded by government and farright disinformation they dont even care about their own health So why would they care about yours 

LivingWithCovid LongCovid ToryCovidCatastrophe",2022-02-21 12:59:54+00:00,negative,
  This is important I mean this u done me a favour here well done  we havent studied long covid effects enough to be lifting restrictions completely,2022-02-21 13:33:13+00:00,positive,
 No but they do suffer with postviral conditions which LongCovid is simply a rebranding of such as the CFSME Ive had for years that has stopped me working This coming from a selfemployed Musician who can no longer partake in his dream career that gave his life meaning,2022-02-21 14:08:28+00:00,negative,
Scrapping testing and isolating for the benefit of the economy is monumentally fucking stupid If people are sick and suffering long COVID or trying to protect vulnerable family they arent going to be available to work shop or eat out are they,2022-02-21 14:09:55+00:00,negative,
  There gonna kill disabled people make more people disabled through long covid then and Im calling it now theyll cut PIP,2022-02-21 14:42:45+00:00,negative,
 No i miss it Had long covid so been off the park for a bit I will be back in the saddle in a couple of weeks I love it,2022-02-21 14:55:20+00:00,positive,
" Hospital admissions will rocket for patients ill with Covid amp then there will be whining that cancer patients cant get beds
Thousands more will get LongCovid amp will be surprised that there is no safety net to keep the newly disabled out of poverty amp food banks ",2022-02-21 16:36:31+00:00,negative,
Johnsons chipper tone  after 175000 deaths and countless long covid cases  is obscene,2022-02-21 16:39:28+00:00,negative,
 Feel desperately sorry for the future longcovid sufferers who will see their lives destroyed Still good for the Tories I guess,2022-02-21 17:29:02+00:00,negative,
"Why am I not surprised that this letter mentions nothing of Long COVID risk Which can happen even in the mildest cases with the healthiest individuals

Athletes at Wes need to disown the people who wrote this This makes yall look like fucking clowns ",2022-02-21 17:34:45+00:00,negative,
"Thank you  for asking about LongCovid 
Its a shame for everyone that you got a nonanswer",2022-02-21 17:36:25+00:00,negative,
    It is though It can still give you long covid and seriously damage your heart brain and muscles Long covid Its still a problem,2022-02-21 17:37:05+00:00,negative,
"Let it rip is 
Pro LongCovid",2022-02-21 17:47:08+00:00,negative,
  Can you provide any evidence based research on how and when people have recovered from LongCovid,2022-02-21 18:15:57+00:00,neutral,
 Hard to know where to begin with this  awful death rates unknown impact with long COVID vast waste of funding corruption illegal acts bungled leadership  only chums of the Tories could consider this a decent job,2022-02-21 19:01:57+00:00,negative,
"  Literally just read the article dude

It isnt about  Long Covid itself Its about mimicked symptoms which dissipate unlike Long Covid",2022-02-21 19:27:06+00:00,negative,
 What about Long Covid sufferers There is no new announcement for ramping up the research and treatment At present only psychological treatments are available and that is if you are called up for a Long Covid clinic I got Covid in Septstill waiting a Long Covid appointment,2022-02-21 19:35:26+00:00,negative,
  And the children aged 511 years who still cant get vaccines are at risk of long covid They said unvaccinated are at more risk of long covid so that means all young children are,2022-02-21 20:01:05+00:00,negative,
"    You dont think long Covid is costing people their jobs If is People are committing suicide after suffering it for over a year Support for it is pitifully low

The consistently high absences due to Covid are already affecting basic services That will only get worse",2022-02-21 21:20:40+00:00,negative,
"There likely will be another variant that causes us trouble is minimizer speak to say there will be another variant that causes more disruptions more suffering more deaths and more LongCovid

In the meantime why make it better when you can make it worse 

Again Still ",2022-02-21 21:28:17+00:00,negative,
" Cheng has heard from dozens of people who describe chronic postvaccine problems and she finds the overlap between their symptoms and those of Long Covid compelling

The vaccine doesnt meaningfully reduce your chances of getting covid so it doesnt reduce long covid risk",2022-02-21 22:28:22+00:00,neutral,
"MedicareForAll Is what we need President Biden should enact it now LongCOVID 
Overnight Health Care  Request for COVID19 funds faces resistance   TheHill ",2022-02-21 23:09:04+00:00,neutral,
 90 of long covid cases are just anxiety induced symptoms Prove me wrong,2022-02-21 23:11:31+00:00,negative,
 Thats not long Covid its reading your tweets,2022-02-21 23:49:59+00:00,negative,
"   Is TAS Health system prepared Israel  long COVID Our clinic and clinics around the country are all struggling to keep up with the sheer volume of people and wait times are getting longer   
",2022-02-22 00:04:08+00:00,negative,Israel
"I suspect sooner than you think 
No sht Boris is showing us the way 

peerpressure 
Colonialism 
BorisJohnsonResign COVID19 Gaslighting LongCovid MassDisablingEvent ",2022-02-22 00:30:13+00:00,negative,
I just realized how long covid has been around as I watch nicks old videos and Im here likehow in the world did I barely find Edwin and Zach and Nick and Carter Like where tf was I,2022-02-22 01:37:30+00:00,negative,
 I hope people continue to social distance Stop going out to big gatherings and such acting like nothing is going on We stopped going out to eat again back in October It just isnt worth risking long covid,2022-02-22 02:11:59+00:00,negative,
  The goal posts keep getting moved Our numbers are higher than theyve ever been but people arent dying So its okay if we all get long Covid and clots Im so tired of the economy being more important than public good,2022-02-22 03:01:13+00:00,negative,
   I have dysautonomia triggered by an unknown virus in July 19 The symptoms I have experienced are very similar to what long covid is showing  The only help I got was from a chiropractor who narrowed it down to vagus nerve dysfunction and a hypersensitive immune system,2022-02-22 03:45:31+00:00,negative,
Part of living with COVID is going to mean that nonmask wearers arent allowed to get angry when their GPs are off sick with COVID Or when hospital delays get longer because their staff too are unwell And when long covid diminishes the available work forcelive with it,2022-02-22 06:12:57+00:00,negative,
 That is a lie a blatant lie They do suffer from long covid but have no choice but to go to work,2022-02-22 07:12:40+00:00,negative,
"It ought to be remembered that most people dont get long covid
For the many not the few",2022-02-22 08:04:42+00:00,neutral,
  Can you imagine the amount with  long covid  if it was 100,2022-02-22 13:22:50+00:00,neutral,
"Accommodating naps for some may help businesses maintain a healthy bottom line so it should be seen as an investment in productivity  s Cary Brown 

Read the article for more on how naps can help our productivity and counter the effects of Long COVID  ",2022-02-22 16:59:24+00:00,positive,
YES It is def like being stuck in quicksand and the way we were always taught to suck it up and power through just makes it worse The harder you fight the further you sink LongCovid pem ,2022-02-22 17:37:09+00:00,negative,
   I pretty much discount everything from Ed Yong based on his Long COVID narrative based on people who never in fact tested positive for COVID nor antibodies,2022-02-22 18:20:51+00:00,negative,
Were you healthy before you got covid19 Yes yes I was 3 weeks before I went on a hard fast run with a group of amazing runners I miss running every single day LongCovid ,2022-02-22 18:57:40+00:00,positive,
    Transmission is respiratory but symptoms go beyond that  Cognitive issues are often long Covid symptoms  Gina had a good and relevant question,2022-02-22 19:11:03+00:00,neutral,
" These numbers are basically worthless

The only number that matters

What is the percentage Risk of Long COVID

And can you get it while vaccinated

The answer is an overwhelming YES

Almost 27k views

",2022-02-22 19:15:45+00:00,neutral,
" Weve had them The protection is waning Were not eligible for the next round of boosters even if were already suffering organ damage long covid etc

No sign of CO2 monitors much less HEPA filters

Well now be in packed classrooms with multiple infections",2022-02-22 19:39:47+00:00,negative,
 Im sorryexercise is harmful to people with postviral illness such as MECFSwhich long covid is mimicking That last line is ,2022-02-22 20:25:43+00:00,negative,
 I get people with ALL the markers of long COVID but no knowledge of having been infected The only tool I have is to check for antibodies if they are not vaccinated,2022-02-22 20:30:20+00:00,negative,
  LongCovid is a mine field  understandably given the time since 1st emerged Is it 10 or 5 or 2  what is it on reinfection if 2 x infectionsyear and 1 independent of prev infection then lets just hope better vaccines come along or retirement will be short and unpleasant,2022-02-22 21:47:29+00:00,negative,
Ugh RIP MarkLanegan What was cause of death has anyone heard I know he had severe Long Covid last year,2022-02-22 22:15:29+00:00,negative,
I am surviving with the help of my parents partner and incredible GP who is already SLAMMED with Covid patients as well as surgery I didnt choose this it chose me Please help to get the message out there Its debilitating and frightening LongCovid AusPol2022,2022-02-22 22:28:38+00:00,neutral,
Imagine having planned your life and finances to provide for your children and maybe leave them a little something someday Then imagine a virus leaving you unable to work and watching your savings drain away That desperation is how it feels to have LongCovid,2022-02-22 22:43:32+00:00,negative,
For the patientuser its chaos On paper I have at least 4 specialists in three different hospitals and a family doctor in a fourth None of them other than the LongCOVID clinic who explicitly hired community health navigators have phone  where you can talk to a person,2022-02-22 23:50:34+00:00,negative,
" Would you have fallen if you hadnt had covid Did you have long covid when you fell
Why dont we let the doctors assess the cause",2022-02-23 00:31:22+00:00,negative,
We may find ourselves locked down again by the time election day rolls around  COVID19 COVID19PH COVIDisAirborne OmicronVariant LongCovid ,2022-02-23 00:39:45+00:00,negative,
"Disappointed doesnt cover it  stoops to s level of care for her people especially immunocompromisedhigh risk folk

But also all those who are fit n healthy and will avoidably have their life ruined by LongCovid 

Fucking disgusting quite frankly ",2022-02-23 00:43:39+00:00,negative,
After reading this and other studies about long Covid why would anyone not get vaccinated against Covid19 The long term impact on health care systems worldwide and the impact on millions of patients are yet to be fully known And all so preventable ,2022-02-23 00:57:06+00:00,negative,
"Thank you for this Can relate Husband tapered himself off opiates Complete swimming upstream navigating the system

I have been hollering about long Covid For ALL the reasons you articulate  check it Man oh man so much more work to do So much

Also  Im sorry ",2022-02-23 01:14:36+00:00,neutral,
MedTwitter If you have a patient who had COVID19 amp has persistent complaints get your st together check them for autonomic dysfunction lung perfusion issues amp autoimmunity Treating POTS amp any autoimmune issues will prevent them from losing their lives slowly LongCovid,2022-02-23 04:58:34+00:00,neutral,
"While it is too early to have numbers amp studies on how many people are getting LongCOVID from Omicron that doesnt sound promising either 8

",2022-02-23 05:31:03+00:00,negative,
"So what else with this evil disease Long Covid may lead to brain fog neurological damage early onset Alzheimers ADHD and brain damage level disorders from various studies thousands of discharged patients anecdotal cases etc

",2022-02-23 06:01:25+00:00,negative,
"  Someone in the thread made a great point with Long covid is covid 

Its not post covid at allit IS covid For many theres no before amp after except with regard their lives preinfection

We got to change the framing on this ",2022-02-23 07:29:12+00:00,neutral,
"The South Yorkshire and Bassetlaw Health and Wellbeing Hub have launched a Long Covid Support Pathway which supports all healthcare colleagues across the region who have been medically diagnosed with long covid

For more information visit
",2022-02-23 09:11:00+00:00,neutral,
   There are 18 million people with diabetes in AUSTRALIA And they are not the only ones at risk Also some people with no co morbidities have died from Covid as well as many suffering with long Covid,2022-02-23 09:55:33+00:00,negative,
